Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,ID,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10
831307,8,0,12,20,684090,0,14,0,1,0,428120,241642,13855,743,0,874,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1168386,2,0,14,12,745954,0,14,0,1,1,351186,417449,31373,0,0,875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,6,16,358204,0,13,0,1,0,315458,198911,9029,0,0,876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1004644,10,0,9,28,335016,0,54,0,1,0,324104,252016,23860,742,0,877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
773262,10,0,19,16,1116808,0,14,0,1,0,106128,117667,14821,750,0,878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1686877,3,0,11,25,677160,0,19,0,1,1,521048,480130,41188,709,0,879,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1168386,10,0,12,44,1632422,0,14,0,1,0,265826,1213872,54508,0,0,880,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1690335,9,0,20,46,1128468,1,14,1,1,0,479512,534071,15776,720,0,881,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
973180,9,0,8,18,223322,1,78,1,1,0,247896,163951,6350,738,0,882,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
813637,0,0,9,9,473902,0,14,0,0,0,99999999,83486,9282,738,0,883,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2060816,0,0,11,12,421784,0,26,0,1,0,419804,246981,17860,742,0,884,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,10,0,20,16,1141998,0,14,0,1,0,276100,755478,27988,0,1,885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1631644,1,1,16,23,633072,2,48,1,1,0,333410,246582,22435,738,0,886,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1250694,10,0,14,33,903188,0,30,0,1,0,334202,140410,7254,742,0,887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1588191,5,0,7,18,311454,0,14,0,1,1,259622,158156,21043,723,1,888,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
778696,8,0,4,14,205018,0,14,0,1,0,135256,97204,13368,747,1,889,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
753920,2,0,11,18,338668,0,14,0,1,0,99999999,272593,14576,736,0,890,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1605956,10,0,6,22,1089880,0,14,0,1,0,765688,843372,33725,723,1,891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1804810,4,0,12,31,586256,0,14,0,0,0,99999999,360506,16845,736,0,892,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
855000,5,0,19,10,312312,0,14,0,1,1,308000,127851,24011,723,1,893,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
948765,10,0,7,13,123090,0,30,0,1,1,237292,64638,18896,692,0,894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1551160,1,0,16,21,399696,0,33,0,1,1,471482,314811,22621,696,0,895,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
875140,7,0,5,21,138270,0,14,0,1,0,321068,15523,14731,749,0,896,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2094389,10,0,10,18,667546,0,7,0,1,0,99999999,397214,27576,745,0,897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
739005,2,0,20,18,2177758,0,0,0,1,0,456808,607487,9669,732,1,898,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2150990,10,0,13,17,413204,0,14,0,1,0,177892,136325,27066,744,1,899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,7,22,161172,0,9,0,0,0,91520,124716,9331,0,1,900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3708420,10,0,20,41,3450832,0,14,0,1,0,429396,342741,29235,751,0,901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1529956,1,0,14,19,850674,0,14,0,1,0,432080,543666,21929,740,0,902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1068408,10,0,7,11,615714,0,49,0,1,0,224928,186124,3553,745,0,903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1137492,5,0,17,12,92136,0,14,0,0,0,99999999,41610,24456,702,0,904,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1133388,10,0,15,24,609928,0,13,0,1,1,218724,240730,19173,680,1,905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1206101,7,0,14,36,582582,0,14,0,1,1,352902,287793,22614,632,1,906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1448807,6,0,14,16,382712,0,17,0,1,0,217866,218804,21491,699,1,907,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1012054,10,0,17,19,460218,1,14,1,0,0,151910,86241,21084,722,1,908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,9,0,7,9,146256,0,37,0,1,0,214962,27664,15718,0,0,909,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1013479,4,0,13,24,848584,0,14,0,1,1,420508,260167,24661,611,0,910,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1114350,8,0,9,8,705408,0,14,0,1,0,572044,568385,24794,676,1,911,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2304396,1,0,11,20,1286186,0,75,0,1,1,444708,299915,28805,740,1,912,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
748847,6,0,11,18,496584,0,14,0,1,0,231044,171114,12855,727,0,913,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
660212,1,0,10,28,705694,0,14,0,1,0,91190,25593,4941,748,0,914,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1168386,10,0,10,13,266442,1,12,1,1,0,66044,96653,3971,0,0,915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1626476,2,0,20,21,691878,0,9,0,1,0,155100,308313,33478,744,0,916,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2116714,10,0,6,24,146652,0,29,0,1,0,328262,87647,2187,743,0,917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1144560,6,0,29,16,852918,0,1,0,1,0,552200,449331,31571,727,1,918,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,7,0,8,31,662596,0,37,0,1,0,368346,330752,14574,0,0,919,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
957087,6,0,17,12,590546,0,61,0,1,1,347666,179018,18663,725,1,920,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1015531,10,0,8,27,1357356,0,14,0,1,1,99999999,638875,12186,743,0,921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
823878,8,0,5,9,374946,0,14,0,1,0,99999999,202388,11672,737,0,922,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
943578,9,0,14,26,926486,0,36,0,1,1,490534,169632,7816,743,0,923,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4757885,0,0,3,33,764654,0,68,0,0,0,161898,244340,13044,744,0,924,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1991998,4,0,10,22,1611632,0,14,0,1,0,776248,974301,34113,687,0,925,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
867445,8,0,16,11,991584,0,17,0,1,0,404272,292885,12650,745,1,926,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4473816,10,0,8,32,2668710,0,14,0,0,0,259006,1500430,60807,751,0,927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1316700,10,0,13,11,332948,0,14,0,1,1,261360,158156,13825,706,0,928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
581229,0,0,17,10,581042,0,14,0,1,0,224334,386403,13126,717,1,929,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
825341,10,0,9,16,466180,1,14,1,1,0,202246,151791,13962,713,0,930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
638381,9,0,5,17,187088,0,79,0,1,0,99999999,105355,7129,722,0,931,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
865868,0,0,17,8,227084,0,38,0,1,0,155958,123956,13565,728,0,932,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
971185,6,0,24,14,544434,0,12,0,1,0,99999999,288230,21366,727,0,933,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,10,0,13,20,1056440,0,14,0,0,0,87098,852169,49126,0,0,934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2632127,10,0,11,29,471064,0,7,0,0,1,345840,373046,12810,726,1,935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2293908,3,0,11,18,1432684,0,36,0,0,0,265606,629793,19059,714,0,936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1778400,2,0,10,33,231704,0,3,0,0,0,160886,167485,28603,746,0,937,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
959994,10,0,13,11,329340,0,14,0,1,0,99999999,180044,13280,735,0,938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
883918,9,0,3,15,215380,0,14,0,0,0,107756,37753,2792,704,1,939,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1091436,7,0,28,16,1740244,0,14,0,1,1,232518,151791,11915,737,0,940,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
677331,3,0,10,11,277090,0,14,0,1,0,202796,190000,8918,731,0,941,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2343726,1,0,9,15,552926,0,22,0,0,0,778558,10032,1269,722,0,942,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1587868,1,0,9,11,315436,0,14,0,1,0,99999999,149568,10043,741,0,943,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
837615,8,0,13,18,186560,0,12,0,1,0,87780,148067,6841,722,0,944,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2519894,3,0,5,10,410278,0,2,0,0,1,448888,37924,6489,649,1,945,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1104185,10,0,10,20,1023440,0,14,0,1,1,441232,811414,21844,693,0,946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
875406,7,0,9,11,726440,0,80,0,1,0,446424,365769,21010,732,0,947,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1496288,7,0,15,16,1525062,0,44,0,1,1,541420,504450,26310,728,0,948,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1168386,3,0,20,9,441716,0,6,0,1,0,334730,263606,25679,0,0,949,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1168386,4,0,16,25,901384,0,14,0,1,0,306394,276355,35865,0,0,950,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1319094,10,0,12,20,1459194,0,14,0,1,1,536756,945155,26162,719,1,951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,10,19,829070,0,4,0,0,0,112552,163970,20027,0,0,952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1319645,8,0,26,20,1124156,0,35,0,1,0,99999999,501923,28373,746,0,953,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1304464,10,0,21,28,1017940,0,29,0,1,0,186318,711227,32720,741,0,954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1002706,4,1,8,13,92422,2,14,1,1,0,175230,24263,14874,730,0,955,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1592010,7,0,9,19,609642,0,14,0,1,0,99999999,323266,20431,740,0,956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1168386,9,0,18,15,660440,0,14,0,1,0,346236,399836,23890,0,1,957,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1390154,10,0,2,15,51700,0,14,0,0,0,178860,1425,6117,731,0,958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
873050,10,0,7,17,213356,0,14,0,0,0,112332,175978,15787,699,0,959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1760559,3,0,8,23,365046,0,14,0,1,0,151470,87324,12881,744,0,960,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1222897,0,0,9,12,396748,0,14,0,1,0,217844,182970,28636,738,0,961,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1128885,6,0,12,11,591096,0,14,0,1,0,222112,233301,17121,749,0,962,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,0,0,5,11,428516,0,14,0,1,0,146168,126578,7031,0,0,963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
809571,2,0,4,14,247126,0,14,0,0,0,100430,32661,5606,728,0,964,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
421762,5,0,4,11,90970,0,14,0,0,0,110990,41724,3655,697,0,965,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3694664,8,0,7,10,226974,0,4,0,0,0,159896,165433,4187,732,0,966,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1168386,10,0,30,19,647900,0,47,0,1,1,310618,507509,36579,0,1,967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2038092,10,0,12,15,322190,1,14,1,1,0,529320,107958,17324,729,0,968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1282956,10,0,8,17,607508,0,39,0,1,1,436920,340518,11440,713,1,969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2396375,6,0,9,10,335280,1,8,1,1,0,621544,139859,33350,713,1,970,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,3,0,21,22,1707816,0,27,0,0,0,213972,376105,11798,0,0,971,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1252917,8,0,10,16,269654,0,33,0,1,0,214258,71022,19525,738,0,972,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
551874,2,0,8,18,236940,0,63,0,0,0,99999999,135261,7312,712,0,973,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4189500,2,0,24,22,2602292,0,14,0,1,0,99999999,1685585,81346,747,0,974,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,6,0,11,11,518320,0,14,0,1,0,269588,163837,18551,0,0,975,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1566949,6,0,7,18,928972,0,14,0,1,0,259204,470953,21676,750,0,976,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
557631,7,0,12,16,398046,0,81,0,0,0,216304,141284,9201,710,0,977,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
579348,10,0,7,40,389598,0,27,0,1,0,227216,287337,8642,710,0,978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1020547,1,0,7,10,108020,0,37,0,1,0,180070,82289,6506,705,0,979,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
391020,10,0,2,21,230670,0,59,0,1,1,85162,79496,4595,727,1,980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1165992,7,0,9,23,623524,0,14,0,1,1,647482,438881,26040,716,0,981,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
843638,10,0,13,25,745932,0,80,0,1,0,99999999,152684,21723,739,0,982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,7,0,11,17,204930,0,14,0,1,0,107844,115558,15960,0,0,983,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168975,2,0,14,18,397386,0,14,0,1,1,271260,207632,21723,625,1,984,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
848084,5,0,6,15,629772,0,14,0,1,1,349140,295336,7053,729,1,985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,8,16,286308,0,29,0,1,0,433708,159486,23176,0,0,986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1475293,10,0,20,25,556336,0,57,0,1,1,443696,230622,25941,725,1,987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1055659,10,0,10,16,1029226,0,14,0,1,0,222244,617766,15307,741,1,988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
785688,5,0,7,19,191378,0,30,0,0,0,155584,37677,12112,722,0,989,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,19,44,891990,0,14,0,0,1,661826,486096,31948,0,1,990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1362319,3,0,7,21,509542,0,45,0,0,0,140844,359081,22705,725,0,991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1168386,10,0,16,18,1529440,0,14,0,0,1,353980,248330,32839,0,0,992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,8,9,700370,0,14,0,1,0,243188,285494,17779,0,0,993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1705478,1,0,6,15,60764,0,28,0,1,0,56430,43814,13445,701,0,994,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1168386,5,0,14,14,1029226,0,14,0,0,0,165022,845310,31724,0,1,995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
677901,0,0,11,11,174284,0,14,0,1,0,215050,124925,14292,741,0,996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2900730,10,0,9,28,304414,0,30,0,1,0,783706,176396,17308,669,0,997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1125142,8,0,17,16,570548,0,14,0,1,1,393096,284810,22597,676,0,998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1168386,10,0,14,19,280236,1,77,0,0,1,408980,98496,22321,0,1,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1391370,10,1,8,18,525998,2,14,1,1,0,343684,309814,14146,745,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
269135,10,0,9,25,259644,0,14,0,1,0,86636,91485,3476,748,0,1001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1232416,10,0,9,13,399234,1,7,1,0,0,109780,124811,5238,724,0,1002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1219078,6,0,8,9,354134,0,14,0,1,0,370260,207347,16864,669,1,1003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
973313,10,0,9,19,458194,0,29,0,1,0,268334,336756,19563,716,0,1004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
689605,10,0,8,19,230538,1,20,1,1,0,99999999,106533,17930,735,0,1005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,18,20,1009118,0,14,0,1,1,643764,702449,38548,0,1,1006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1247236,5,0,6,14,59972,0,25,0,0,0,99999999,26467,6101,737,0,1007,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1168386,0,0,16,20,402292,0,61,0,0,1,309628,190399,27967,0,1,1008,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1522888,10,0,17,18,698148,1,14,0,1,0,352660,320169,42260,732,0,1009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1466857,2,0,6,18,804056,0,14,0,1,0,328548,683316,24570,673,0,1010,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1320424,10,0,10,31,343948,0,35,0,0,0,99999999,228722,30370,715,0,1011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1776671,9,0,15,30,683584,0,14,0,1,0,559020,466393,45305,695,1,1012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1168386,3,0,10,11,558118,0,14,0,1,0,132858,155211,6712,0,0,1013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1912920,0,0,9,15,168278,0,37,0,0,0,132902,79344,3954,715,0,1014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2150686,10,0,9,36,204028,0,83,0,0,0,26334,143792,4875,640,0,1015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
861308,10,0,6,20,1132406,0,14,0,1,0,99999999,755972,18662,730,0,1016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2706531,3,0,20,15,779328,0,14,0,1,1,647658,558638,30674,635,1,1017,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1168386,9,0,8,14,1176978,0,14,0,1,0,743050,756257,21517,0,1,1018,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1064646,0,0,9,21,476168,0,14,0,1,0,224136,350797,11711,720,0,1019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
476957,5,0,10,11,181302,0,14,0,1,0,132550,84550,8148,740,0,1020,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
925946,7,0,11,15,239206,0,37,0,0,1,346214,116508,20602,619,1,1021,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1781060,10,0,13,15,385594,0,34,0,1,0,222948,297046,33840,741,0,1022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
790742,2,0,4,24,183128,0,14,0,0,0,217998,1577,468,748,0,1023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
834233,3,0,18,22,1160962,0,46,0,1,0,98208,189506,21690,723,0,1024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8923844,3,0,15,17,1452000,0,14,0,1,0,670428,1084710,62095,723,0,1025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1168386,2,0,10,20,392282,0,68,0,1,1,433400,297464,21519,0,1,1026,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,5,0,9,15,97834,0,14,0,0,0,65208,66576,19859,0,1,1027,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,14,26,651442,0,7,0,1,0,449460,458527,17597,0,0,1028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,5,0,16,20,2136420,0,14,0,1,0,436744,444676,27700,0,0,1029,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1175454,2,0,4,7,28996,1,14,1,1,0,223124,8588,11069,703,1,1030,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1014790,10,0,9,14,490050,1,14,1,1,0,340582,309795,11670,737,1,1031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2093971,10,0,7,22,248930,0,29,0,1,1,330638,183388,8324,724,0,1032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
586701,8,0,6,23,151206,0,14,0,1,0,284878,106818,3447,707,1,1033,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
789697,4,0,13,18,1104972,0,14,0,1,0,261250,189905,14550,751,0,1034,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1168386,3,0,7,32,122342,0,14,0,0,1,87252,28101,754,0,1,1035,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1168386,3,0,8,15,764478,0,14,0,1,0,355586,382945,7451,0,0,1036,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
999552,10,0,7,17,966416,0,14,0,1,0,567006,611781,24073,731,1,1037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2279449,6,0,12,8,630784,0,14,0,1,0,313148,217360,20325,747,0,1038,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
939588,0,0,15,17,634414,0,14,0,0,1,215864,106837,13475,742,1,1039,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
578835,10,0,7,28,111782,1,30,1,0,0,145222,37544,12204,723,1,1040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1264146,10,0,18,15,954998,0,14,0,1,0,270226,317528,30972,744,0,1041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,13,13,1656952,0,14,0,1,0,350372,868623,24382,0,0,1042,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2823495,2,0,6,36,834856,0,14,0,0,0,174372,40375,21882,751,0,1043,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1445216,10,0,11,21,1040072,0,58,0,1,1,440880,689852,23725,698,0,1044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,3,0,15,16,755722,0,14,0,1,0,272140,532589,18208,0,0,1045,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1168386,8,0,9,27,409662,0,14,0,1,0,258676,345667,15340,0,0,1046,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1168386,10,0,12,12,499466,0,59,0,1,0,409134,345952,16211,0,1,1047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
721601,10,0,9,25,167640,0,31,0,0,0,132308,110466,5526,716,0,1048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
796480,9,0,9,28,704154,0,15,0,1,0,109802,90003,15797,743,1,1049,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1168386,0,0,3,10,10956,0,14,0,0,0,95876,5890,3616,0,1,1050,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,6,0,13,12,407000,0,14,0,1,0,313082,307211,9721,0,0,1051,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1156131,3,0,9,31,2202640,0,39,0,0,0,81576,405175,11629,749,0,1052,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
969228,0,0,13,11,284834,0,14,0,1,1,304304,169993,19142,680,0,1053,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1168386,10,0,16,18,2822864,0,54,0,1,0,457248,738682,15749,0,0,1054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1616292,2,0,6,20,187110,0,14,0,0,0,99999999,80142,15220,750,0,1055,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1291221,10,0,7,37,144606,0,14,0,1,0,222552,28842,24426,737,0,1056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
674576,1,0,10,12,260964,0,14,0,1,0,245476,178733,5531,698,1,1057,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1318695,10,0,12,14,305536,0,14,0,1,0,99999999,237215,30880,732,0,1058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
852017,1,0,6,10,116138,0,14,0,1,0,61380,95285,9287,732,0,1059,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1119822,5,0,6,8,159940,0,45,0,1,1,216106,78584,14651,724,0,1060,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
596999,3,0,7,13,440748,0,14,0,1,0,324038,304893,7612,739,1,1061,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1351451,10,0,11,23,328306,0,26,0,0,0,99999999,179189,28606,739,0,1062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1741464,7,0,11,13,578644,0,14,0,1,0,448096,193895,16254,751,0,1063,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1168386,10,0,12,13,666996,0,14,0,1,1,395340,495406,35146,0,0,1064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
674709,1,0,5,8,356972,0,14,0,1,0,250008,254353,7647,729,1,1065,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
348118,3,0,9,11,582780,0,14,0,1,0,73898,165585,5048,724,1,1066,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1168386,3,0,15,10,487080,0,18,0,1,0,201498,246506,13037,0,1,1067,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1165042,10,0,11,17,439120,1,14,1,1,0,224312,135014,12233,740,0,1068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
